id,Unnamed: 0,propertyType,name,publishedOn,address,latitude,longitude,price,priceActual,priceMax,priceMin,livingRooms,beds,bedsMax,bedsMin,isRetirementHome,isSharedOwnership,studentFriendly,features
66354985,88,detached,5 bed detached house to rent,2024-01-08T16:43:34,"London Road West, Bath, Somerset BA1",51.401485,-2.329704,5000,5000,5000,5000,0,5,5,5,False,False,False,"['Kitchen/dining room', 'Drawing Room', 'Cinema Room', 'Cloakroom', '5 Bedrooms', '4 Bathrooms', 'Large Garden', 'Driveway parking', 'Great south facing views']"
53918792,89,terraced,3 bed terraced house to rent,2023-11-21T09:20:54,"Kennington Road, Lower Weston BA1",51.385538,-2.389613,1800,1800,2000,1750,1,3,3,3,False,False,True,"['Three Bedroom Student House', 'Located just off Chelsea Road in Newbridge', 'Modern spacious home', 'Ideal for smaller group', 'Available August 2024', 'Contact us to arrange early viewing']"
67019617,90,semi_detached,2 bed semi-detached house to rent,2024-04-03T12:54:10,"St. Hughs, Radstock BA3",51.2905895822369,-2.45130066776316,1250,1250,1250,1250,0,2,2,2,False,False,False,"['No Agent Fees', 'Property Reference Number: 2032631']"
66907880,91,flat,2 bed flat to rent,2024-03-19T16:57:40,"Grosvenor Place, Larkhall, Bath BA1",51.394313,-2.345831,2200,2200,2250,2000,1,2,2,2,False,False,False,"['Spacious two bedroom apartment', 'Main bedroom featuring en-suite and gas fireplace', 'Separate shower room', 'Galley kitchen with fitted appliances', 'Period features and tastefully decorated', 'Balcony to front and back of the property', 'Ideal location', 'Council Tax Band D', 'On street parking', 'Available now']"
67084955,92,mews,2 bed mews to rent,2024-04-11T10:21:03,"Sydney Mews, Bathwick, Bath BA2",51.3843,-2.352,1350,1350,1500,1250,1,2,2,2,False,False,False,"['6 month term only', 'Parking', 'Garage', 'Flat stroll to city centre']"
66974324,93,flat,2 bed flat to rent,2024-03-27T11:02:41,"Lansdown Road, Bath, Somerset BA1",51.38915,-2.362382,2500,2500,2500,2500,0,2,2,2,False,False,False,"['Open plan Living Room/Kitchen/Dining Room', 'Two double bedrooms', 'Two bathrooms', 'Rear terrace and Garden', 'Garage', 'Off street parking space', 'Furnished']"
64786420,94,flat,2 bed flat to rent,2023-06-05T09:08:02,"Lansdown Crescent, Bath BA1",51.392426,-2.365631,2500,2500,2500,2500,1,2,2,2,False,False,False,[]
66853679,95,detached,2 bed detached house to rent,2024-03-12T21:42:42,"Bath, Bath BA1",51.39899,-2.397562,1700,1700,1750,1500,0,2,2,2,False,False,False,"['No Agent Fees', 'Property Reference Number: 2017306']"
55069688,96,detached,4 bed detached house to rent,2024-01-25T11:03:28,"Wellow, Bath BA2",51.3204,-2.380209,2300,2300,2500,2250,2,4,4,4,False,False,False,"['Double glazed', 'Parking and garage', 'Stunning views', 'Ideal family house', 'Four bedrooms', 'Shower room and bathroom', 'Oil central heating', 'Balcony', 'Easy access to Bath']"
66616724,97,terraced,2 bed terraced house to rent,2024-02-11T21:19:11,"Park Lane, Bath BA1",51.38614,-2.378826,2300,2300,2500,2250,0,2,2,2,False,False,True,"['No Agent Fees', 'Only Available to Students', 'Property Reference Number: 1984765']"
63870487,98,flat,1 bed flat to rent,2024-04-09T14:15:29,"North Parade, Bath BA1",51.379798,-2.357709,1695,1695,1750,1500,1,1,1,1,False,False,False,"['Gas central heating', 'Central Location', 'Open plan lounge/kitchen', 'A must see']"
67065542,99,semi_detached,3 bed semi-detached house to rent,2024-04-09T12:12:30,"Odins Road, Bath BA2",51.359417,-2.381651,1750,1750,1750,1750,0,3,3,3,False,False,False,"['No Agent Fees', 'Property Reference Number: 2037183']"
67058415,100,terraced,3 bed property to rent,2024-04-08T15:54:53,"Waller Gardens, Lansdown, Bath BA1",51.40784,-2.371782,1750,1750,1750,1750,1,3,3,3,False,False,False,"['New Build Home', '3 Bedrooms', 'En-Suite to Master', 'Low Maintenance Garden', 'Large Kitchen/Diner', 'Available 22nd April', 'Deposit £1615', 'Council Tax Band D']"
67082057,101,flat,1 bed flat to rent,2024-04-10T22:13:26,"Avon Studios, Midland Road, Bath BA1",51.384697,-2.376385,1337,1337,1500,1250,1,1,1,1,False,False,True,"['Students only', 'No professionals/no familys', 'Available September 2024', 'Starting from £308 a week']"
60870296,102,terraced,1 bed property to rent,2024-04-10T11:24:48,"Mayfield Road, Bath BA2",51.376247,-2.381388,850,850,900,800,1,1,1,1,False,False,False,"['Available now', 'Oldfield park', '1 bedroom garden house', 'Kitchen, living room, dining/office area', '£900PCM/£207.69 pw']"
67010500,103,semi_detached,6 bed semi-detached house to rent,2024-04-02T13:34:08,"Haycombe Drive, Bath BA2",51.373622,-2.403505,4735,4735,4750,4500,0,6,6,6,False,False,False,"['No Agent Fees', 'Students Can Enquire', 'Property Reference Number: 2033320']"
