,id,url,propertyType,name,publishedOn,uuid,postalCode,description,address,listingCondition,listingStatus,latitude,longitude,category,price,priceActual,priceMax,priceMin,sqft,livingRooms,beds,bedsMax,bedsMin,baths,isRetirementHome,isSharedOwnership,studentFriendly,images,features,additionalLinks,floorPlan,agentAddress,agentName,agentPhone,availableFrom,floorArea
0,66742386,https://www.zoopla.co.uk/to-rent/details/66742386/,flat,1 bed flat to rent,2024-02-27T20:40:30,6A80457B-77CA-4E60-BB5B-CD844EF01664,BA1 6PS,"Property Reference: 1995169.<br><br>🌟 Welcome! 🌟<br><br>Your Ideal Temporary Residence Awaits!<br><br>Explore our apartment at MaiaStays Bath for more details.<br><br>➞ An ideal solution for international students seeking stability while house hunting.<br><br>➞ Need last-minute/emergency accommodation?<br><br>➞ Short-term work assignment in the area?<br><br>➞ Planning a UK or international move?<br><br>➞ Business travellers or contractors on the go?<br><br>Discover the Advantages of MaiaStays:<br><br>Please note that our properties are exclusively available for short-term rentals and are not suitable for long-term leases. To learn more and reserve your stay, please write us a message.<br><br>Fully Furnished 1-Bed Apartment: Step into a fully furnished and equipped place with all your needs.<br><br>All Bills Included: Simplify your stay with all-inclusive billing.<br><br>Fully Equipped Kitchen: Cook effortlessly in our fully stocked kitchen.<br><br>Comfortable Bedroom: Rest peacefully in our Bedroom with a Queen Bed (160x200) and King Size Bedding<br><br>International Student Friendly: Feel at home while searching for permanent housing.<br><br>Clean Bathrooms with Bathtub and Washing Machine.<br><br>Professional Cleaning: Enjoy a spotless environment with our regular cleaning services.<br><br>🌐 Free Unlimited Wifi: Stay connected with high-speed internet access during your stay.<br><br>🚗 Parking: Convenient parking facilities for your peace of mind.<br><br>🏠 Ideal for Various Needs: Perfect for relocations, group contractors, or transitional stays.<br><br>✅ Flexible Stays: Weekly, monthly, or quarterly stays available.<br><br>📞 Contact today to secure your perfect temporary home! Experience a hassle-free and comfortable stay with us.<br><br><strong>Summary &amp; Exclusions:</strong><br>- Rent Amount: £2,700.00 per month (£623.08 per week)<br>- Deposit / Bond: £200.00<br>- 1 Bedrooms<br>- 1 Bathrooms<br>- Property comes furnished<br>- Available to move in from 13 April, 2024<br>- Minimum tenancy term is 1 months<br>- Maximum number of tenants is 2<br>- Students welcome to enquire<br>- No Pets, sorry<br>- No Smokers<br>- Family Friendly<br>- <strong>Bills Included</strong><br>- Property has parking<br>- Property has garden access<br>- EPC Rating: D<br><br><strong> If calling, please quote reference: 1995169 </strong><br><br><strong>Fees:</strong><br>You will <strong>not</strong> be charged any admin fees.<br><br>** Contact today to book a viewing and have the landlord show you round! **<br>Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.<br><br><i>OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay. </i><br><br><i>Property Reference one million nine hundred and ninety-five thousand one hundred and sixty-nine</i>","Kensington Court, Bath BA1",pre-owned,to_rent,51.393171,-2.350283,residential,2700,2700,2750,2500,,0,1,1,1,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/885c05c6c2d37e210e47120387054b647ffde865.jpg', 'https://lid.zoocdn.com/u/2400/1800/4fa2156dc3e692b89eaebf37ee281bfc8f270068.jpg', 'https://lid.zoocdn.com/u/2400/1800/f0d1b6b2479e95a822d04832731d2dee06ab4a37.jpg', 'https://lid.zoocdn.com/u/2400/1800/da242e9e475f1508fcd3fbc403688ca362f58c75.jpg', 'https://lid.zoocdn.com/u/2400/1800/b959a308decfedfc91980c93f80a300eba192e04.jpg', 'https://lid.zoocdn.com/u/2400/1800/485e59ed4e94b422eba4f6beb7b90e8583b21a2d.jpg', 'https://lid.zoocdn.com/u/2400/1800/6de12fe5d351fed8aa1ff20d1940cc43a92d3fd1.jpg', 'https://lid.zoocdn.com/u/2400/1800/56a8d80f1d0ff5ffb81fd75558cdc91bd604423f.jpg', 'https://lid.zoocdn.com/u/2400/1800/8e7a37a9e904f632844f694e642618c46e5df05c.jpg', 'https://lid.zoocdn.com/u/2400/1800/3ea4dea9e6551b2c8c17257f8572a39df3041a3c.jpg', 'https://lid.zoocdn.com/u/2400/1800/e9e1181f139d6ef8c13668c150642d5061e129a0.jpg', 'https://lid.zoocdn.com/u/2400/1800/0cde802d4e207406aad5fb08f6a916f8ee41dee5.jpg', 'https://lid.zoocdn.com/u/2400/1800/47dcefe4809f91eb637eae51e7599f8976b7da24.jpg', 'https://lid.zoocdn.com/u/2400/1800/196ea4cadc280d4436987027ff2e0eff98f79c8a.jpg', 'https://lid.zoocdn.com/u/2400/1800/1f9fec18ed9d167f0dff43e2f7b9ea3b1f3bfe02.jpg', 'https://lid.zoocdn.com/u/2400/1800/638d0d96efd45c12ca7d5dc4fc04b4461a153b1d.jpg', 'https://lid.zoocdn.com/u/2400/1800/0499074838930258802d02ab2ea15470ed2b8a52.jpg', 'https://lid.zoocdn.com/u/2400/1800/20cbdc71fb4910b6990b2d9a5b6f96026a50bd57.jpg', 'https://lid.zoocdn.com/u/2400/1800/b7973a36348982e1863a81f2d2e1c0bcaaf56b31.jpg', 'https://lid.zoocdn.com/u/2400/1800/49c5586efade8e161646776026d9f225364a7f32.jpg', 'https://lid.zoocdn.com/u/2400/1800/e3006284f17afa42edf25c2ed8914d83939bd04b.jpg', 'https://lid.zoocdn.com/u/2400/1800/98bed2e736474d2b98c69457d764fb9d9033f794.jpg', 'https://lid.zoocdn.com/u/2400/1800/1731e97537c639eaf960ed7a3eacb6fa69248745.jpg', 'https://lid.zoocdn.com/u/2400/1800/c228f0165f2d8ded5741e0d584aaa9e57943751a.jpg', 'https://lid.zoocdn.com/u/2400/1800/7ce56f2ce202520e67429ae6631d37ba463d99b7.jpg', 'https://lid.zoocdn.com/u/2400/1800/e476244568bfb8b236f766966978511a72af9cad.jpg', 'https://lid.zoocdn.com/u/2400/1800/7a0808e7d097cc1926c782c6cabffb8645f453cc.jpg']","['No Agent Fees', 'Students Can Enquire', 'Bills Included', 'Property Reference Number: 1995169']",[],[],"20 Wenlock Road, London",OpenRent,020 3542 2178,2024-04-13T00:00:00,
1,66977057,https://www.zoopla.co.uk/to-rent/details/66977057/,,2 bed property to rent,2024-03-27T13:47:26,C946FE18-C069-416A-8787-0E0045BFFA88,BA1 2PW,"**Zero Deposit Guarantee Available**<br>Holding Deposit: 334.00<br><strong>summary</strong><br>more photos to follow!<br><br>Discover urban living at its finest in this charming two-bedroom townhouse nestled in the heart of Bath’s vibrant city centre. Boasting two elegantly appointed bathrooms, this residence offers both comfort and convenience.<br><br>Step inside to find a meticulously designed interior that seamlessly blends contemporary style with classic charm. The spacious living area welcomes you with abundant natural light, creating a warm and inviting atmosphere perfect for relaxation or entertaining guests.<br><br>Upstairs, two generously sized bedrooms await, each offering a tranquil retreat from the bustling city outside. Complete with luxurious fixtures and finishes.<br><br>Outside, a rare amenity awaits with not one, but two dedicated parking spaces, ensuring hassle-free convenience for residents with vehicles. Additionally, the property benefits from its prime location within walking distance of Bath’s renowned attractions, including its historic landmarks, cultural venues, and bustling shopping districts.<br><br>Don’t miss the opportunity to experience the best of city living in this exquisite townhouse. Schedule your viewing today and envision yourself calling this stunning property home.<br><br>Available April<br><br><strong>description</strong><br>more photos to follow!<br><br>Discover urban living at its finest in this charming two-bedroom townhouse nestled in the heart of Bath’s vibrant city centre. Boasting two elegantly appointed bathrooms, this residence offers both comfort and convenience.<br><br>Step inside to find a meticulously designed interior that seamlessly blends contemporary style with classic charm. The spacious living area welcomes you with abundant natural light, creating a warm and inviting atmosphere perfect for relaxation or entertaining guests.<br><br>Upstairs, two generously sized bedrooms await, each offering a tranquil retreat from the bustling city outside. Complete with luxurious fixtures and finishes.<br><br>Outside, a rare amenity awaits with not one, but two dedicated parking spaces, ensuring hassle-free convenience for residents with vehicles. Additionally, the property benefits from its prime location within walking distance of Bath’s renowned attractions, including its historic landmarks, cultural venues, and bustling shopping districts.<br><br>Don’t miss the opportunity to experience the best of city living in this exquisite townhouse. Schedule your viewing today and envision yourself calling this stunning property home.<br><br>Available April<br><br>While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations. <br> <br>(1) money laundering regulations – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy. <br>(2) These particulars do not constitute part or all of an offer or contract. <br>(3) The text, photographs and plans are for guidance only and are not necessarily comprehensive. <br>(4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy. <br>(5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available. <br>(6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents.","Circus Mews, Bath BA1",pre-owned,to_rent,51.387067,-2.364506,residential,1450,1450,1500,1250,,1,2,2,2,1,False,False,False,['https://lid.zoocdn.com/u/2400/1800/42fb7a2289a24f06cc282c7fa37718813bf7860a.jpg'],"['2 Bedroom Property', 'City Centre Location', '2 Parking Spaces', 'Available April']",['https://www.allenandharris.co.uk/property/P8373'],['https://lc.zoocdn.com/25297d1ef03810c3c62547ccf39f37c3a5b6992f.jpg'],"7 Princes Buildings, George Street, Bath",Allen & Harris - Bath,01225 288623,2024-04-30,
2,66990268,https://www.zoopla.co.uk/to-rent/details/66990268/,semi_detached,5 bed semi-detached house to rent,2024-03-28T16:03:26,6A22687A-C215-4F65-AC06-D8E6FD7F2C46,BA1 5RA,"Porch • Entrance Hall • Reception hall • Stair hall • Cloakroom • Study • Drawing room • Withdrawing room • Conservatory • Kitchen/Breakfast room • Dining room • Utility area • Plant room • Wine cellar<br>Principal bedroom with en suite bath/shower room • Two further en suite bedrooms • Two further bedrooms • Family bathroom • EPC band D<br>Front garden with parking for two to three cars • Landscaped southwest-facing rear garden with summer house<br><strong>Description</strong><br><br>This four-storey Grade ii-listed semi-detached Georgian villa was built around 1820 and has recently undergone an extensive and exacting programme of works, including a new slate and lead roof creating an exceptional family home in an excellent location.<br>The house has just been superbly renovated to exacting standards, with the sense of light, space and design is seldom seen in Bath. The period features are extensive and include original Georgian cornicing with lower friezes, sash windows and marble fireplaces.<br>No attention to detail has been spared by Concept Interior Design and Greengauge Mechanical Engineers with the latest technology, including, Solar panels, fast electric car charger, insulation, underfloor heating powered by airsource energy, contemporary lighting, audiovisual equipment, and integrated high-end appliances providing the highest specification.<br>The kitchen is breathtaking, having been opened into the original vaults to the front, with three large remote controlled roof lights which flood the kitchen with light, and the warmth of an Everhot oven creates a wonderful open plan family area, perfect for entertaining, opening through to the dining room, and then directly onto the enormous terrace and garden. Off the hall on this level is the original wine cellar, and vaults, now a functional utility room, plant room and additional storage area.<br>The ground floor has a welcoming reception hall with original bath stone flooring, leading past a cloakroom and W.C. To a large study. A door leads through to the stair hall and to an open-plan drawing room with a bay window and withdrawing room. Off the living room is a lovely conservatory showing off the incredible views across Bath to the hills in the distance, as far as Wells. This would be an incredible yoga space.<br>The two floors above offer large bedrooms, the main bedroom opening through to a huge en suite bathroom with a large shower cubicle; the views from the bath are the same as the conservatory below, magnificent! All the bedrooms are of a good size, two more having en suites, with the last two serviced by a family bathroom.<br>The front garden has been opened to allow for car parking, surrounded by hedge and shrub borders.<br>The rear garden, facing southwest, again with the amazing views, is terraced from the house, with a covered area for wetter days, and a gravel path leads alongside the large level lawn past an ancient Gingko Tree to a summerhouse at the end of the garden with a further terrace for al fresco dining.<br><strong>Situation</strong><br><br>The area of Lansdown is a conservation area on the northern slopes of Bath; it is notable for many reasons. A variety of period homes, blending with more recently built contemporary homes, all taking advantage of the excellent schools, including Royal High, Kingswood, and St Stephens Church of England primary, within walking distance. The nearby countryside offers wonderful walks, including the Fosse Way, adding to the appeal of this position in the city.<br>Bath is a World Heritage Site, well known for its Georgian architecture and Roman heritage. Bath Spa railway station provides direct services to London and the west. Bristol International Airport is only 20 miles away, and the M4 Junction 18 is just 10 miles north. Available unfurnished from the 29th March 2024. Council Tax Band G. EPC Band D.<br>Holding deposit of one week's rent (to be deducted from first month's rent) = £2,307.69<br>Six weeks' rent deposit (nha) = £13,846.15<br><strong>Additional information</strong><br><br>Services: All main services are connected<br>Council Tax: Band G<br>EPC: Band D<br>Viewing: Strictly by appointment with Carter Jonas'<br><br>Six weeks","Springfield Place, Bath, Somerset BA1",pre-owned,to_rent,51.393226,-2.364527,residential,10000,10000,10000,10000,,6,5,5,5,4,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/4876072f80200a460715a6259ed790963971bbcc.jpg', 'https://lid.zoocdn.com/u/2400/1800/b0623b39cfd961811146e03a3677a9f94b73789e.jpg', 'https://lid.zoocdn.com/u/2400/1800/5592cacfe34ca338e9deaa66bab5d85328928d8f.jpg', 'https://lid.zoocdn.com/u/2400/1800/e721dc0baaa0b56096a24351465c8329424214cb.jpg', 'https://lid.zoocdn.com/u/2400/1800/6cdc97f788e7a94457f0d1fa27f42770c3791b89.jpg', 'https://lid.zoocdn.com/u/2400/1800/f7d393e30c55bff2572f85f325238a0031a1c4c3.jpg', 'https://lid.zoocdn.com/u/2400/1800/5488fc42c8e320325de614fbd5aba2f711113bab.jpg', 'https://lid.zoocdn.com/u/2400/1800/2ef4f70bce1cf52969fb9c05418213ca3701254f.jpg', 'https://lid.zoocdn.com/u/2400/1800/b2fd432ea6202759a6f852c4afb4ae4944d281a5.jpg', 'https://lid.zoocdn.com/u/2400/1800/095d72b00b6e9983b428a8be965a8315186513a8.jpg', 'https://lid.zoocdn.com/u/2400/1800/c5617d50218fe97139cc1739e833594ad5c84d96.jpg', 'https://lid.zoocdn.com/u/2400/1800/d75a9b98c336d61fb349e5ccc9e285c92557ff1e.jpg', 'https://lid.zoocdn.com/u/2400/1800/dbdbb745ffba14d5d2b4ab2dbe7ca9fb62ae3067.jpg']","['Exquisite refurbishment of substantial house', 'Excellent Lansdown location', 'Close to some of the best schools in Bath', 'Far reaching views', 'South West facing garden', 'Off street parking with super fast car charging']",['https://assets.reapit.net/cjo/live/pdf.php?p=BAT240019&t=L'],['https://lc.zoocdn.com/86cc56030e20ecbdedf3cfa658fcc9925ed3ff85.jpg'],"5 - 6 Wood Street, Bath",Carter Jonas - Bath,01225 616767,2024-03-29,
3,67088749,https://www.zoopla.co.uk/to-rent/details/67088749/,,3 bed property to rent,2024-04-11T15:18:07,3AA9E69F-7476-40CE-8C2F-F42EEEB7CE1C,BA2 1DZ,"Holding Deposit: 380.00<br><strong>summary</strong><br>bricklane, in partnership with allen and harris presents.<br><br>Located on the south side of Bath this three bedroom mid terraced home is located at the end of Freeview Road with the local Innox Park just a moments walk away The property comes unfurnished and is available immediately.<br><br>Local amenities on the High Street and the Lower Bristol Road are situated nearby which offer a variety of different shops, local schools including Twerton Infants School and St Michaels Junior school only a short walk away. There are also long stretching countryside walks right on your doorstep including the well known Bath City Farm. Found on the more western side of Bath, there are great links to Bristol for commuters and good easy access to Bath town centre and Bath Spa train station within three miles.<br><br>This property can be rented furnished or unfurnished and if you choose for it to be furnished it will be furnished with beautiful loft furniture throughout (*This will be for an extra monthly charge).<br><br>£25.00 pcm for pets (if applicable)<br><br>£200pcm extra required if furnished.<br><br><strong>Description</strong><br>bricklane, in partnership with allen and harris presents.<br><br>Located on the south side of Bath this three bedroom mid terraced home is located at the end of Freeview Road with the local Innox Park just a moments walk away The property comes unfurnished and is available immediately.<br><br>Local amenities on the High Street and the Lower Bristol Road are situated nearby which offer a variety of different shops, local schools including Twerton Infants School and St Michaels Junior school only a short walk away. There are also long stretching countryside walks right on your doorstep including the well known Bath City Farm. Found on the more western side of Bath, there are great links to Bristol for commuters and good easy access to Bath town centre and Bath Spa train station within three miles.<br><br>This property can be rented furnished or unfurnished and if you choose for it to be furnished it will be furnished with beautiful loft furniture throughout (*This will be for an extra monthly charge).<br><br>£25.00 pcm for pets (if applicable)<br><br>£200pcm extra required if furnished.<br><br>While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations. <br> <br>(1) money laundering regulations – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy. <br>(2) These particulars do not constitute part or all of an offer or contract. <br>(3) The text, photographs and plans are for guidance only and are not necessarily comprehensive. <br>(4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy. <br>(5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available. <br>(6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents.","Freeview Road, Twerton, Bath BA2",pre-owned,to_rent,51.378308,-2.395314,residential,1650,1650,1750,1500,,0,3,3,3,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/3aa5e25c3d87a8f208ad6c83e0fc54641c522f4d.jpg', 'https://lid.zoocdn.com/u/2400/1800/a5fe1d4f48b02145a01a8c2ed0b2d3e768d24407.jpg', 'https://lid.zoocdn.com/u/2400/1800/3ce6e3ec2375d4fe4efb3c60042b88d3305f350d.jpg', 'https://lid.zoocdn.com/u/2400/1800/4ecafd278a34445eb773688602be0c7a4be85cb4.jpg', 'https://lid.zoocdn.com/u/2400/1800/8e0631a9144a39edd03c5b32a3b2c1f28dd30aad.jpg', 'https://lid.zoocdn.com/u/2400/1800/9eb76e03bf548bcf330571d2d3f0cfef0cc01f70.jpg', 'https://lid.zoocdn.com/u/2400/1800/5d7a3f944055e2664c6afcac5fb0dbc2a0f0abae.jpg', 'https://lid.zoocdn.com/u/2400/1800/24d441e6b201ae5b9d219e80cc41eaac931ec9de.jpg', 'https://lid.zoocdn.com/u/2400/1800/8a1bacd70517cece288793ae3e4ad94704e5a4f4.jpg', 'https://lid.zoocdn.com/u/2400/1800/185be827b0b0019d22f4c255ce0f5b18775ac0af.jpg']","['3 Bedroom Property', 'Available Now', 'Twerton Location', 'Bricklane property']",['https://www.allenandharris.co.uk/property/P0664E1311-113E9527'],['https://lc.zoocdn.com/2a885c047100381b828798f5dbfe9617000741b0.jpg'],"7 Princes Buildings, George Street, Bath",Allen & Harris - Bath,01225 288623,2024-04-18,
4,67101913,https://www.zoopla.co.uk/to-rent/details/67101913/,flat,2 bed flat to rent,2024-04-12T19:48:42,28F97D2B-64FE-4A70-9A2D-CAFEE5181040,BA2 2EF,"Property Reference: 314141.<br><br>Flat at the Moorlands on Englishcombe Lane will be available to rent from 1st May 2024.<br>Features include:<ul><li>2 double bedrooms</li><li>2 bathrooms (one en-suite)</li><li>Open plan kitchen / dining area</li><li>Comfortable living room</li><li>Enormous, quiet communal gardens to enjoy</li><li>Patio doors from the living room</li><li>Private parking</li><li>The whole property is gated so peace and privacy are optimal</li></ul>The flat will be part-furnished with:<br><ul><li>One double bed</li><li>One three-person sofa</li><li>Ikea storage units</li><li>Other bits and pieces</li></ul>(these items can be removed if not needed)<br><br>6 months minimum term.<br><br>Viewings welcome - please contact us to arrange.<br><br><strong>Summary &amp; Exclusions:</strong><br>- Rent Amount: £1,100.00 per month (£253.85 per week)<br>- Deposit / Bond: £1,100.00<br>- 2 Bedrooms<br>- 2 Bathrooms<br>- Property comes furnished<br>- Available to move in from 01 May, 2024<br>- Minimum tenancy term is 6 months<br>- Maximum number of tenants is 2<br>- No Students<br>- No Pets, sorry<br>- No Smokers<br>- Family Friendly<br>- Bills not included<br>- Property has parking<br>- Property has garden access<br>- EPC Rating: C<br><br><strong> If calling, please quote reference: 314141 </strong><br><br><strong>Fees:</strong><br>You will <strong>not</strong> be charged any admin fees.<br><br>** Contact today to book a viewing and have the landlord show you round! **<br>Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.<br><br><i>OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay. </i><br><br><i>Property Reference three hundred and fourteen thousand one hundred and forty-one</i>","The Moorlands, Bath BA2",pre-owned,to_rent,51.369482,-2.377655,residential,1100,1100,1250,1000,,0,2,2,2,2,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/69847f41948c04792cf4dd8f1ed58699dc914270.jpg', 'https://lid.zoocdn.com/u/2400/1800/678a1896a0b541442dbc9432e17fd834609cae9d.jpg', 'https://lid.zoocdn.com/u/2400/1800/bed588dcacd53936b59ebc315e542f60099d92f1.jpg', 'https://lid.zoocdn.com/u/2400/1800/36784997fe2637e432998ac639f8ac0d599c15d4.jpg', 'https://lid.zoocdn.com/u/2400/1800/2901eb20a40204ad3623e3d4a0538165d4a2f733.jpg', 'https://lid.zoocdn.com/u/2400/1800/c42a2330f8e0952887b86718e803bea7ea7406cc.jpg', 'https://lid.zoocdn.com/u/2400/1800/3e99ce25db562dcdf496ec831dc371d875ee8491.jpg', 'https://lid.zoocdn.com/u/2400/1800/41644a45c319eddd2e872df9ee472cc14d3bc646.jpg', 'https://lid.zoocdn.com/u/2400/1800/0e0e9c58e455e389906d5405099e933b73258890.jpg', 'https://lid.zoocdn.com/u/2400/1800/9ac3c0c11ab702aeed2894d742ddd251b2143346.jpg', 'https://lid.zoocdn.com/u/2400/1800/ade98a3036004aab3d30f475be11e4583f7e99ef.jpg', 'https://lid.zoocdn.com/u/2400/1800/1f685c4b84215eac66de5365f2bb8c573b589233.jpg', 'https://lid.zoocdn.com/u/2400/1800/83b52e24f4222b0266a10da5761986a4e3d22c1a.jpg', 'https://lid.zoocdn.com/u/2400/1800/1cd7e613a02c3d89a3eb9dc5a4161aadcd8ef1c5.jpg']","['No Agent Fees', 'Property Reference Number: 314141']",[],[],"20 Wenlock Road, London",OpenRent,020 3542 2178,2024-05-01T00:00:00,
5,66788732,https://www.zoopla.co.uk/to-rent/details/66788732/,flat,2 bed flat to rent,2024-03-05T00:04:33,B0E8442D-70B5-4A28-B070-53C2B4255CE0,BA1 4AR,"<strong>Description</strong><br><br>A very well presented two bedroom top floor apartment overlooking the gardens of The Grange.<br><br>Flat 8 comprises; a modern, newly fitted kitchen with integrated appliances, a separate living room with a balcony overlooking Bath Skyline, two double bedrooms and a recently renovated bathroom.<br><br>Available on an unfurnished basis, from March.<br><br>Council Tax Band: D<br>Deposit: £2,134.61<br>Holding Deposit: £426.92","Flat 8, The Grange, Weston Park West, Bath BA1",pre-owned,to_rent,51.394292,-2.382138,residential,1750,1750,1750,1750,,1,2,2,2,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/8c7757257cd162e808ebf7afbed653309547db22.jpg', 'https://lid.zoocdn.com/u/2400/1800/a754afdb33385229ed3f563462389f65756c14fd.jpg', 'https://lid.zoocdn.com/u/2400/1800/38c9766b89a65d6d3f5081fc7c3d97565ef3b77a.jpg', 'https://lid.zoocdn.com/u/2400/1800/9fce01748feb484a3abed9347b41225e260231f8.jpg', 'https://lid.zoocdn.com/u/2400/1800/de1686f349696f647b6f8381d5c953a17a9af3f8.jpg', 'https://lid.zoocdn.com/u/2400/1800/3a8435e89ce1fe1f4184de50c5cd9d17b9f6821f.jpg', 'https://lid.zoocdn.com/u/2400/1800/9bba9a94df0ed44fc488a3a53a5e5bb524fb732d.jpg', 'https://lid.zoocdn.com/u/2400/1800/eea52acb8716fa79e91e37882cbf2a417eb30305.jpg', 'https://lid.zoocdn.com/u/2400/1800/4c6d66e6b957296ce812be7ad232732f312c44da.jpg']","['Access to the communal garden', 'Available March', 'Off street parking', 'Two bedrooms']",['https://lc.zoocdn.com/4859ed3c348c67c04c5aa446ce77f1935ef98e15.pdf'],['https://lc.zoocdn.com/088339f1f8bb1903dcc38dcfc1e16a1b68503318.jpg'],"1 Wood Street, Bath",Crisp Cowley,01225 288475,2024-03-25T12:00:00,
